AirportCode;AirportName;CountryCode;CountryName;LocalizedCountryName;CityCode;CityName;LocalizedCityName;StateCode;StateName;Rating;IfActive
CNY;Canyonlands Field;US;United States Of America;Amerika;CNY;Moab;NULL;UT;Utah;0;1
CNZ;Cangamba;AO;Angola;Angola;CNZ;Cangamba;NULL;NULL;NULL;0;1
COA;Columbia;US;United States Of America;Amerika;COA;Columbia;NULL;CA;California;0;1
COB;Coolibah;AU;Australia;Avustralya;COB;Coolibah;NULL;NT;Northern Territory;0;1
COC;Concordia;AR;Argentina;Arjantin;COC;Concordia;NULL;ER;Entre Rios;0;1
COD;Yellowstone Rgnl;US;United States Of America;Amerika;COD;Cody;NULL;WY;Wyoming;0;1
COE;Coeur D'alene;US;United States Of America;Amerika;COE;Coeur D'alene;NULL;ID;Idaho;0;1
COF;Patrick Afb;US;United States Of America;Amerika;COI;Cocoa;NULL;FL;Florida;0;1
COG;Mandinga;CO;Colombia;Kolombiya;COG;Condoto;NULL;NULL;NULL;0;1
COH;Cooch Behar;IN;India;Hindistan;COH;Cooch Behar;Cooch Behar;NULL;NULL;0;1
COI;Merritt Island;US;United States Of America;Amerika;COI;Cocoa;NULL;FL;Florida;0;1
COJ;Coonabarabran;AU;Australia;Avustralya;COJ;Coonabarabran;NULL;NS;New South Wales;0;1
COK;Kochi;IN;India;Hindistan;COK;Kochi;Kochi;NULL;NULL;0;1
COL;Coll Island;GB;United Kingdom;Ýngiltere;COL;Coll Island;NULL;NULL;NULL;0;1
COM;Coleman;US;United States Of America;Amerika;COM;Coleman;NULL;TX;Texas;0;1
CON;Concord;US;United States Of America;Amerika;CON;Concord;NULL;NH;New Hampshire;0;1
COO;Cadjehoun;BJ;Benin;Benin;COO;Cotonou;NULL;NULL;NULL;4;1
COP;Cooperstown;US;United States Of America;Amerika;COP;Cooperstown;NULL;NY;New York;0;1
COQ;Choibalsan;MN;Mongolia;Moðolistan;COQ;Choibalsan;NULL;NULL;NULL;0;1
COR;Pajas Blancas;AR;Argentina;Arjantin;COR;Cordoba;NULL;CD;Cordoba;0;1
COS;Colorado Springs Mnpl;US;United States Of America;Amerika;COS;Colorado Springs;NULL;CO;Colorado;0;1
COT;Cotulla;US;United States Of America;Amerika;COT;Cotulla;NULL;TX;Texas;0;1
COU;Columbia Rgnl;US;United States Of America;Amerika;COU;Columbia;NULL;MO;Missouri;0;1
COV;Covilha;PT;Portugal;Portekiz;COV;Covilha;NULL;NULL;NULL;0;1
COW;Coquimbo;CL;Chile;Þili;COW;Coquimbo;NULL;NULL;NULL;0;1
COX;Congo Town;BS;Bahamas;Bahamalar;COX;Congo Town;NULL;NULL;NULL;0;1
COY;Coolawanyah;AU;Australia;Avustralya;COY;Coolawanyah;NULL;WA;Western Australia;0;1
COZ;Constanza;DO;Dominican Republic;Dominik Cumhuriyeti;COZ;Constanza;NULL;NULL;NULL;0;1
CPA;Cape Palmas;LR;Liberia;Liberya;CPA;Harper;NULL;NULL;NULL;0;1
CPB;Capurgana;CO;Colombia;Kolombiya;CPB;Capurgana;NULL;NULL;NULL;0;1
CPC;Chapelco;AR;Argentina;Arjantin;CPC;San Martin De Los Andes;NULL;NE;Neuquen;0;1
CPD;Coober Pedy;AU;Australia;Avustralya;CPD;Coober Pedy;NULL;SA;South Australia;0;1
CPE;Campeche Intl;MX;Mexico;Meksika;CPE;Campeche;NULL;NULL;NULL;0;1
CPF;Cepu;ID;Indonesia;Endonezya;CPF;Cepu;NULL;NULL;NULL;0;1
CPG;Carmen De Patagones;AR;Argentina;Arjantin;CPG;Carmen De Patagones;NULL;BA;Buenos Aires;0;1
CPH;Kastrup;DK;Denmark;Danimarka;CPH;Copenhagen;Kopenhag;NULL;NULL;323;1
CPI;Cape Orford;PG;Papua New Guinea;Papua Yeni Gine;CPI;Cape Orford;NULL;NULL;NULL;0;1
CPL;Chaparral;CO;Colombia;Kolombiya;CPL;Chaparral;NULL;NULL;NULL;0;1
CPM;Compton;US;United States Of America;Amerika;CPM;Compton;NULL;CA;California;0;1
CPN;Cape Rodney;PG;Papua New Guinea;Papua Yeni Gine;CPN;Cape Rodney;NULL;NULL;NULL;1;1
CPO;Desierto De Atacama;CL;Chile;Þili;CPO;Copiapo;NULL;NULL;NULL;0;1
CPQ;Campinas Intl;BR;Brazil;Brezilya;CPQ;Campinas;NULL;SP;Sao Paulo;0;1
CPR;Casper;US;United States Of America;Amerika;CPR;Casper;NULL;WY;Wyoming;0;1
CPS;Bi State Park;US;United States Of America;Amerika;STL;Saint Louis;NULL;MO;Missouri;13;1
CPT;Cape Town Intl;ZA;South Africa;Güney Afrika;CPT;Cape Town;NULL;NULL;NULL;88;1
CPU;Cururupu;BR;Brazil;Brezilya;CPU;Cururupu;NULL;MA;Maranhao;0;1
CPV;Joao Suas;BR;Brazil;Brezilya;CPV;Campina Grande;NULL;PB;Paraiba;0;1
CPX;Culebra;PR;Puerto Rico;Porto Riko;CPX;Culebra;NULL;NULL;NULL;0;1
CQA;Canarana;BR;Brazil;Brezilya;CQA;Canarana;NULL;MT;Mato Grosso;0;1
CQD;Shahre Kord;IR;Iran;Ýran;CQD;Shahre Kord;NULL;NULL;NULL;0;1
CQF;Calais Dunkerque;FR;France;Fransa;CQF;Calais Dunkerque;NULL;NULL;NULL;0;1
CQM;Central;ES;Spain;Ýspanya;CQM;Ciudad Real;NULL;NULL;NULL;0;1
CQP;Cape Flattery;AU;Australia;Avustralya;CQP;Cape Flattery;NULL;QL;Queensland;0;1
CQS;Costa Marques;BR;Brazil;Brezilya;CQS;Costa Marques;NULL;RO;Rondonia;0;1
CQT;Caquetania;CO;Colombia;Kolombiya;CQT;Caquetania;NULL;NULL;NULL;0;1
CRA;Craiova;RO;Romania;Romanya;CRA;Craiova;NULL;NULL;NULL;0;1
CRB;Collarenebri;AU;Australia;Avustralya;CRB;Collarenebri;NULL;NS;New South Wales;0;1
CRC;Cartago;CO;Colombia;Kolombiya;CRC;Cartago;NULL;NULL;NULL;0;1
CRD;Comodoro Rivadavi;AR;Argentina;Arjantin;CRD;Comodoro Rivadavi;NULL;CB;Chubut;0;1
CRE;Grd Strand;US;United States Of America;Amerika;MYR;Myrtle Beach;NULL;SC;South Carolina;0;1
CRF;Carnot;CF;Central African Republic;Orta Afrika Cumhuriyeti;CRF;Carnot;NULL;NULL;NULL;0;1
CRG;Craig Mncpl;US;United States Of America;Amerika;JAX;Jacksonville;NULL;FL;Florida;3;1
CRH;Cherribah;AU;Australia;Avustralya;CRH;Cherribah;NULL;QL;Queensland;0;1
CRI;Crooked Island;BS;Bahamas;Bahamalar;CRI;Crooked Island;NULL;NULL;NULL;0;1
CRJ;Coorabie;AU;Australia;Avustralya;CRJ;Coorabie;NULL;SA;South Australia;0;1
CRK;Luzon Is;PH;Philippines;Filipinler;NCP;Luzon Is Ncp;NULL;NULL;NULL;0;1
CRL;Brussels S Charleroi;BE;Belgium;Belçika;BRU;Brussels;Brüksel;NULL;NULL;1414;1
CRM;National;PH;Philippines;Filipinler;CRM;Catarman;NULL;NULL;NULL;0;1
CRN;Cromarty;GB;United Kingdom;Ýngiltere;CRN;Cromarty;NULL;NULL;NULL;0;1
CRO;Corcoran;US;United States Of America;Amerika;CRO;Corcoran;NULL;CA;California;0;1
CRP;Corpus Christi Intl;US;United States Of America;Amerika;CRP;Corpus Christi;NULL;TX;Texas;7;1
CRQ;Caravelas;BR;Brazil;Brezilya;CRQ;Caravelas;NULL;BA;Bahia;0;1
CRR;Ceres;AR;Argentina;Arjantin;CRR;Ceres;NULL;SF;Santa Fe;0;1
CRS;Corsicana;US;United States Of America;Amerika;CRS;Corsicana;NULL;TX;Texas;0;1
CRT;Crossett Mnpl;US;United States Of America;Amerika;CRT;Crossett;NULL;AR;Arkansas;0;1
CRU;Carriacou Is;GD;Grenada;Grenada;CRU;Carriacou Is;NULL;NULL;NULL;0;1
CRV;Crotone;IT;Italy;italya;CRV;Crotone;NULL;NULL;NULL;0;1
CRW;Yeager;US;United States Of America;Amerika;CRW;Charleston;NULL;WV;West Virginia;0;1
CRX;Roscoe Turner;US;United States Of America;Amerika;CRX;Corinth;NULL;MS;Mississipi;0;1
CRY;Carlton Hill;AU;Australia;Avustralya;CRY;Carlton Hill;NULL;WA;Western Australia;0;1
CRZ;Turkmenabad Airport;TM;Turkmenistan;Türkmenistan;CRZ;Turkmenabad;NULL;NULL;NULL;0;1
CSA;Colonsay;GB;United Kingdom;Ýngiltere;CSA;Colonsay;NULL;NULL;NULL;0;1
CSB;Caransebes;RO;Romania;Romanya;CSB;Caransebes;NULL;NULL;NULL;0;1
CSC;Canas;CR;Costa Rica;Kosta Rika;CSC;Canas;NULL;NULL;NULL;0;1
CSD;Cresswell Downs;AU;Australia;Avustralya;CSD;Cresswell Downs;NULL;NT;Northern Territory;0;1
CSE;Crested Butte;US;United States Of America;Amerika;CSE;Crested Butte;NULL;CO;Colorado;0;1
CSF;Creil;FR;France;Fransa;CSF;Creil;NULL;NULL;NULL;0;1
CSG;Columbus;US;United States Of America;Amerika;CSG;Columbus;NULL;GA;Georgia;0;1
CSH;Solovki;RU;Russia;Rusya;CSH;Solovetsky;NULL;NULL;NULL;0;1
CSI;Casino;AU;Australia;Avustralya;CSI;Casino;NULL;NS;New South Wales;0;1
CSJ;Cape St Jacques;VN;Vietnam;Vietnam;CSJ;Cape St Jacques;NULL;NULL;NULL;0;1
CSK;Cap Skirring;SN;Senegal;Senegal;CSK;Cap Skirring;NULL;NULL;NULL;0;1
CSL;O'sullivan Aaf;US;United States Of America;Amerika;CSL;San Luis Obispo;NULL;CA;California;0;1
CSM;Sherman;US;United States Of America;Amerika;CSM;Clinton;NULL;OK;Oklahoma;0;1
CSN;Carson City;US;United States Of America;Amerika;CSN;Carson City;NULL;NV;Nevada;0;1
CSO;Cochstedt;DE;Germany;Almanya;CSO;Magdeburg;NULL;NULL;NULL;0;1
CSP;Coast Guard;US;United States Of America;Amerika;CSP;Cape Spencer;NULL;AK;Alaska;0;1
CSQ;Creston Mnpl;US;United States Of America;Amerika;CSQ;Creston;NULL;IA;Iowa;0;1
CSR;Casuarito;CO;Colombia;Kolombiya;CSR;Casuarito;NULL;NULL;NULL;0;1
CSS;Cassilandia;BR;Brazil;Brezilya;CSS;Cassilandia;NULL;MS;Mato Grosso Do Sul;0;1
CST;Castaway;FJ;Fiji;Fiji;CST;Castaway;NULL;NULL;NULL;0;1
CSU;Santa Cruz Do Sul;BR;Brazil;Brezilya;CSU;Santa Cruz Do Sul;NULL;RS;Rio Grande Do Sul;0;1
CSV;Memorial;US;United States Of America;Amerika;CSV;Crossville;NULL;TN;Tennessee;0;1
CSW;Colorado Do Oeste;BR;Brazil;Brezilya;CSW;Colorado Do Oeste;NULL;RO;Rondonia;0;1
CSX;Changsha Airport;CN;China -Excl Hong Kong Sar-;Çin;CSX;Changsha;NULL;NULL;NULL;0;1
CSY;Cheboksary;RU;Russia;Rusya;CSY;Cheboksary;NULL;NULL;NULL;0;1
CSZ;Brigadier Hector Ruiz;AR;Argentina;Arjantin;CSZ;Coronel Suarez;NULL;BA;Buenos Aires;0;1
CTA;Fontanarossa;IT;Italy;italya;CTA;Catania;NULL;NULL;NULL;27;1
CTB;Cut Bank;US;United States Of America;Amerika;CTB;Cut Bank;NULL;MT;Montana;0;1
CTC;Catamarca;AR;Argentina;Arjantin;CTC;Catamarca;NULL;CA;Catamarca;0;1
CTD;Chitre;PA;Panama;Panama;CTD;Chitre;NULL;NULL;NULL;0;1
CTE;Carti;PA;Panama;Panama;CTE;Carti;NULL;NULL;NULL;0;1
CTF;Coatepeque;GT;Guatemala;Guatemala;CTF;Coatepeque;NULL;NULL;NULL;0;1
CTG;Rafael Nunez;CO;Colombia;Kolombiya;CTG;Cartagena;NULL;NULL;NULL;0;1
CTH;Chestercount;US;United States Of America;Amerika;CTH;Coatesville;NULL;PA;Pennsylvania;0;1
CTI;Cuito Cuanavale;AO;Angola;Angola;CTI;Cuito Cuanavale;NULL;NULL;NULL;0;1
CTK;Canton;US;United States Of America;Amerika;CTK;Canton;NULL;SD;South Dakota;0;1
CTL;Charleville;AU;Australia;Avustralya;CTL;Charleville;NULL;QL;Queensland;0;1
CTM;Chetumal;MX;Mexico;Meksika;CTM;Chetumal;NULL;NULL;NULL;0;1
CTN;Cooktown;AU;Australia;Avustralya;CTN;Cooktown;NULL;QL;Queensland;0;1
CTO;Peconic River;US;United States Of America;Amerika;CTO;Calverton;NULL;NY;New York;0;1
CTP;Carutapera;BR;Brazil;Brezilya;CTP;Carutapera;NULL;MA;Maranhao;0;1
CTQ;Do Palmar;BR;Brazil;Brezilya;CTQ;Santa Vitoria;NULL;RS;Rio Grande Do Sul;0;1
CTR;Cattle Creek;AU;Australia;Avustralya;CTR;Cattle Creek;NULL;NT;Northern Territory;0;1
CTS;Chitose;JP;Japan;Japonya;SPK;Sapporo;NULL;NULL;NULL;1;1
CTT;Le Castellet;FR;France;Fransa;CTT;Le Castellet;NULL;NULL;NULL;0;1
CTU;Chengdu;CN;China -Excl Hong Kong Sar-;Çin;CTU;Chengdu;NULL;NULL;NULL;1;1
CTW;Cottonwood;US;United States Of America;Amerika;CTW;Cottonwood;NULL;AZ;Arizona;0;1
CTX;Cortland;US;United States Of America;Amerika;CTX;Cortland;NULL;NY;New York;0;1
CTY;Cross City;US;United States Of America;Amerika;CTY;Cross City;NULL;FL;Florida;0;1
CTZ;Sampson County;US;United States Of America;Amerika;CTZ;Clinton;NULL;NC;North Carolina;0;1
CUA;Ciudad Constitucion;MX;Mexico;Meksika;CUA;Ciudad Constitucion;NULL;NULL;NULL;0;1
CUB;Owens Field;US;United States Of America;Amerika;CAE;Columbia;NULL;SC;South Carolina;0;1
CUC;Camilo Dazo;CO;Colombia;Kolombiya;CUC;Cucuta;NULL;NULL;NULL;0;1
CUD;Caloundra;AU;Australia;Avustralya;CUD;Caloundra;NULL;QL;Queensland;0;1
CUE;Cuenca;EC;Ecuador;Ekvator;CUE;Cuenca;NULL;NULL;NULL;0;1
CUF;Levaldigi;IT;Italy;italya;CUF;Cuneo;NULL;NULL;NULL;0;1
CUG;Cudal;AU;Australia;Avustralya;CUG;Cudal;NULL;NS;New South Wales;0;1
CUH;Cushing Mnpl;US;United States Of America;Amerika;CUH;Cushing;NULL;OK;Oklahoma;0;1
CUI;Currillo;CO;Colombia;Kolombiya;CUI;Currillo;NULL;NULL;NULL;0;1
CUJ;Culion;PH;Philippines;Filipinler;CUJ;Culion;NULL;NULL;NULL;0;1
CUK;Caye Caulker;BZ;Belize;Belize;CUK;Caye Caulker;NULL;NULL;NULL;0;1
CUL;Fedl De Bachiguala;MX;Mexico;Meksika;CUL;Culiacan;NULL;NULL;NULL;2;1
CUM;Cumana;VE;Venezuela;Venezuela;CUM;Cumana;NULL;NULL;NULL;0;1
CUN;Cancun;MX;Mexico;Meksika;CUN;Cancun;NULL;NULL;NULL;2;1
CUO;Caruru;CO;Colombia;Kolombiya;CUO;Caruru;NULL;NULL;NULL;0;1
CUP;Carupano;VE;Venezuela;Venezuela;CUP;Carupano;NULL;NULL;NULL;0;1
CUQ;Coen;AU;Australia;Avustralya;CUQ;Coen;NULL;QL;Queensland;0;1
CUR;Hato Apt;CW;NULL;NULL;CUR;Curacao;NULL;NULL;NULL;0;1
CUS;Columbus Mnpl;US;United States Of America;Amerika;CUS;Columbus;NULL;NM;New Mexico;0;1
CUT;Cutral;AR;Argentina;Arjantin;CUT;Cutral;NULL;NE;Neuquen;0;1
CUU;General Fierro Villa;MX;Mexico;Meksika;CUU;Chihuahua;NULL;NULL;NULL;0;1
CUV;Casigua;VE;Venezuela;Venezuela;CUV;Casigua;NULL;NULL;NULL;0;1
CUW;Cube Cove;US;United States Of America;Amerika;CUW;Cube Cove;NULL;AK;Alaska;0;1
CUX;Cuddihy;US;United States Of America;Amerika;CRP;Corpus Christi;NULL;TX;Texas;7;1
CUY;Cue;AU;Australia;Avustralya;CUY;Cue;NULL;WA;Western Australia;0;1
CUZ;Velazco Astete;PE;Peru;Peru;CUZ;Cuzco;NULL;NULL;NULL;0;1
CVB;Chungribu;PG;Papua New Guinea;Papua Yeni Gine;CVB;Chungribu;NULL;NULL;NULL;0;1
CVC;Cleve;AU;Australia;Avustralya;CVC;Cleve;NULL;SA;South Australia;0;1
CVE;Covenas;CO;Colombia;Kolombiya;CVE;Covenas;NULL;NULL;NULL;0;1
CVF;Courchevel;FR;France;Fransa;CVF;Courchevel;NULL;NULL;NULL;0;1
CVG;Nth Kentucky;US;United States Of America;Amerika;CVG;Cincinnati;NULL;OH;Ohio;8;1
CVH;Caviahue;AR;Argentina;Arjantin;CVH;Caviahue;NULL;NE;Neuquen;0;1
CVI;Caleta Olivia;AR;Argentina;Arjantin;CVI;Caleta Olivia;NULL;SC;Santa Cruz;0;1
CVJ;Cuernavaca;MX;Mexico;Meksika;CVJ;Cuernavaca;NULL;NULL;NULL;0;1
CVL;Cape Vogel;PG;Papua New Guinea;Papua Yeni Gine;CVL;Cape Vogel;NULL;NULL;NULL;0;1
CVM;Ciudad Victoria;MX;Mexico;Meksika;CVM;Ciudad Victoria;NULL;NULL;NULL;0;1
CVN;Clovis Mnpl;US;United States Of America;Amerika;CVN;Clovis;NULL;NM;New Mexico;0;1
CVQ;Carnarvon;AU;Australia;Avustralya;CVQ;Carnarvon;NULL;WA;Western Australia;0;1
CVR;Hughes;US;United States Of America;Amerika;CVR;Culver City;NULL;CA;California;0;1
CVS;Cannon Afb;US;United States Of America;Amerika;CVN;Clovis;NULL;NM;New Mexico;0;1
CVT;Coventry;GB;United Kingdom;Ýngiltere;CVT;Coventry;NULL;NULL;NULL;0;1
CVU;Corvo Island;PT;Portugal;Portekiz;CVU;Corvo Island;NULL;NULL;NULL;0;1
CWA;Central Wisconsin;US;United States Of America;Amerika;AUW;Wausau;NULL;WI;Wisconsin;0;1
CWB;Afonso Pena;BR;Brazil;Brezilya;CWB;Curitiba;NULL;PR;Parana;1;1
CWC;International;UA;Ukraine;Ukrayna;CWC;Chernivtsi;NULL;NULL;NULL;0;1
CWF;Chennault Intl;US;United States Of America;Amerika;LCH;Lake Charles;NULL;LA;Louisiana;2;1
CWG;Callaway Gardens;US;United States Of America;Amerika;CWG;Callaway Gardens;NULL;GA;Georgia;0;1
CWI;Clinton;US;United States Of America;Amerika;CWI;Clinton;NULL;IA;Iowa;0;1
CWL;Cardiff;GB;United Kingdom;Ýngiltere;CWL;Cardiff;NULL;NULL;NULL;4;1
CWO;Fort Wolter;US;United States Of America;Amerika;MWL;Mineral Wells;NULL;TX;Texas;0;1
CWP;Campbellpore;PK;Pakistan;Pakistan;CWP;Campbellpore;NULL;NULL;NULL;0;1
CWR;Cowarie;AU;Australia;Avustralya;CWR;Cowarie;NULL;SA;South Australia;0;1
CWS;Center Island;US;United States Of America;Amerika;CWS;Center Island;NULL;WA;Washington;0;1
CWT;Cowra;AU;Australia;Avustralya;CWT;Cowra;NULL;NS;New South Wales;0;1
CWW;Corowa;AU;Australia;Avustralya;CWW;Corowa;NULL;NS;New South Wales;0;1
CWX;Cochise County;US;United States Of America;Amerika;CWX;Willcox;NULL;AZ;Arizona;0;1
CXA;Caicara De Oro;VE;Venezuela;Venezuela;CXA;Caicara De Oro;NULL;NULL;NULL;0;1
CXB;Cox's Bazar;BD;Bangladesh;Bangladeþ;CXB;Cox's Bazar;NULL;NULL;NULL;0;1
CXC;Chitina Apt;US;United States Of America;Amerika;CXC;Chitina;NULL;AK;Alaska;0;1
CXF;Coldfoot;US;United States Of America;Amerika;CXF;Coldfoot;NULL;AK;Alaska;0;1
CXH;Coal Harbour;CA;Canada;Kanada;YVR;Vancouver;NULL;BC;British Columbia;33;1
CXI;Christmas Island;KI;Kiribati;Kiribati;CXI;Christmas Island;NULL;NULL;NULL;0;1
CXJ;Campo Dos;BR;Brazil;Brezilya;CXJ;Caxias Do Sul;NULL;RS;Rio Grande Do Sul;0;1
CXL;Calexico Intl;US;United States Of America;Amerika;CXL;Calexico;NULL;CA;California;0;1
CXN;Candala;SO;Somalia;Somali;CXN;Candala;NULL;NULL;NULL;0;1
CXO;Montgomery Co;US;United States Of America;Amerika;CXO;Conroe;NULL;TX;Texas;0;1
CXP;Tunggul Wulung;ID;Indonesia;Endonezya;CXP;Cilacap;NULL;NULL;NULL;0;1
CXQ;Christmas Creek;AU;Australia;Avustralya;CXQ;Christmas Creek;NULL;WA;Western Australia;0;1
CXR;Cam Ranh;VN;Vietnam;Vietnam;NHA;Nha Trang;NULL;NULL;NULL;0;1
CXT;Charters Towers;AU;Australia;Avustralya;CXT;Charters Towers;NULL;QL;Queensland;0;1
CXY;Cat Cays;BS;Bahamas;Bahamalar;CXY;Cat Cays;NULL;NULL;NULL;0;1
CYA;Les Cayes;HT;Haiti;Haiti;CYA;Les Cayes;NULL;NULL;NULL;0;1
CYB;Gerrard;KY;Cayman Islands;Cayman Adalarý;CYB;Cayman Brac Is;NULL;NULL;NULL;0;1
CYC;Caye Chapel;BZ;Belize;Belize;CYC;Caye Chapel;NULL;NULL;NULL;0;1
CYE;Crystal Lake;US;United States Of America;Amerika;CYE;Crystal Lake;NULL;PA;Pennsylvania;0;1
CYF;Chefornak Spb;US;United States Of America;Amerika;CYF;Chefornak;NULL;AK;Alaska;0;1
CYG;Corryong;AU;Australia;Avustralya;CYG;Corryong;NULL;VI;Victoria;0;1
CYI;Chiayi;TW;Taiwan;Tayvan;CYI;Chiayi;NULL;NULL;NULL;0;1
CYL;Coyoles;HN;Honduras;Honduras;CYL;Coyoles;NULL;NULL;NULL;0;1
CYM;Chatham Spb;US;United States Of America;Amerika;CYM;Chatham;NULL;AK;Alaska;0;1
CYO;Cayo Largo Del Sur;CU;Cuba;Küba;CYO;Cayo Largo Del Sur;NULL;NULL;NULL;0;1
CYP;Calbayog;PH;Philippines;Filipinler;CYP;Calbayog;NULL;NULL;NULL;0;1
CYR;Colonia;UY;Uruguay;Uruguay;CYR;Colonia;NULL;NULL;NULL;0;1
CYS;Cheyenne;US;United States Of America;Amerika;CYS;Cheyenne;NULL;WY;Wyoming;0;1
CYT;Intermediate;US;United States Of America;Amerika;CYT;Yakataga;NULL;AK;Alaska;0;1
CYU;Cuyo;PH;Philippines;Filipinler;CYU;Cuyo;NULL;NULL;NULL;0;1
CYW;Celaya;MX;Mexico;Meksika;CYW;Celaya;NULL;NULL;NULL;0;1
CYX;Cherskiy;RU;Russia;Rusya;CYX;Cherskiy;NULL;NULL;NULL;0;1
CYZ;Cauayan;PH;Philippines;Filipinler;CYZ;Cauayan;NULL;NULL;NULL;0;1
CZA;Chichen Itza;MX;Mexico;Meksika;CZA;Chichen Itza;NULL;NULL;NULL;0;1
CZB;Carlos Ruhl;BR;Brazil;Brezilya;CZB;Cruz Alta;NULL;RS;Rio Grande Do Sul;0;1
CZC;Copper Center;US;United States Of America;Amerika;CZC;Copper Center;NULL;AK;Alaska;0;1
CZE;Coro;VE;Venezuela;Venezuela;CZE;Coro;NULL;NULL;NULL;0;1
CZF;Cape Romanzof;US;United States Of America;Amerika;CZF;Cape Romanzof;NULL;AK;Alaska;0;1
CZH;Corozal;BZ;Belize;Belize;CZH;Corozal;NULL;NULL;NULL;0;1
CZJ;Corazon De Jesus;PA;Panama;Panama;CZJ;Corazon De Jesus;NULL;NULL;NULL;0;1
CZK;Cascade L;US;United States Of America;Amerika;CZK;Cascade Locks;NULL;OR;Oregon;0;1
CZL;Mohamed Boudiaf;DZ;Algeria;Cezayir;CZL;Constantine;NULL;NULL;NULL;0;1
CZM;Cozumel;MX;Mexico;Meksika;CZM;Cozumel;NULL;NULL;NULL;0;1
CZN;Chisana Field;US;United States Of America;Amerika;CZN;Chisana;NULL;AK;Alaska;0;1
CZO;Chistochina;US;United States Of America;Amerika;CZO;Chistochina;NULL;AK;Alaska;0;1
CZP;Cape Pole;US;United States Of America;Amerika;CZP;Cape Pole;NULL;AK;Alaska;0;1
CZS;Campo;BR;Brazil;Brezilya;CZS;Cruzeiro Do Sul;NULL;AC;Acre;0;1
CZT;Carrizo Springs;US;United States Of America;Amerika;CZT;Carrizo Springs;NULL;TX;Texas;0;1
CZU;Corozal;CO;Colombia;Kolombiya;CZU;Corozal;NULL;NULL;NULL;0;1
CZW;Rudniki;PL;Poland;Polonya;CZW;Czestochowa;NULL;NULL;NULL;0;1
CZX;Changzhou;CN;China -Excl Hong Kong Sar-;Çin;CZX;Changzhou;NULL;NULL;NULL;0;1
CZY;Cluny;AU;Australia;Avustralya;CZY;Cluny;NULL;QL;Queensland;0;1
CZZ;Campo;US;United States Of America;Amerika;CZZ;Campo;NULL;CA;California;0;1
DAA;Davison Aaf;US;United States Of America;Amerika;DAA;Fort Belvoir;NULL;VA;Virginia;0;1
DAB;Regional;US;United States Of America;Amerika;DAB;Daytona Beach;NULL;FL;Florida;0;1
DAC;Hazrat Shahjalal Intl;BD;Bangladesh;Bangladeþ;DAC;Dhaka;NULL;NULL;NULL;36;1
DAD;Da Nang;VN;Vietnam;Vietnam;DAD;Da Nang;NULL;NULL;NULL;0;1
DAE;Daparizo;IN;India;Hindistan;DAE;Daparizo;Daparizo;NULL;NULL;0;1
DAF;Daup;PG;Papua New Guinea;Papua Yeni Gine;DAF;Daup;NULL;NULL;NULL;0;1
DAG;Barstow Daggett;US;United States Of America;Amerika;DAG;Daggett;NULL;CA;California;0;1
DAH;Dathina;YE;Yemen Republic;Yemen ;DAH;Dathina;NULL;NULL;NULL;0;1
DAI;Darjeeling;IN;India;Hindistan;DAI;Darjeeling;Darjeeling;NULL;NULL;0;1
DAJ;Dauan Island;AU;Australia;Avustralya;DAJ;Dauan Island;NULL;QL;Queensland;0;1
DAK;Airport;EG;Egypt;Mýsýr;DAK;Dakhla Oasis;NULL;NULL;NULL;0;1
DAL;Love Field;US;United States Of America;Amerika;DFW;Dallas;NULL;TX;Texas;29;1
DAM;Damascus Intl;SY;Syrian Arab Republic;Suriye;DAM;Damascus;Þam;NULL;NULL;208;1
DAN;Danville Mnpl;US;United States Of America;Amerika;DAN;Danville;NULL;VA;Virginia;0;1
DAP;Darchula;NP;Nepal;Nepal;DAP;Darchula;NULL;NULL;NULL;0;1
DAR;Dar Es Salaam Intl;TZ;Tanzania-United Republic;Tanzanya;DAR;Dar Es Salaam;NULL;NULL;NULL;63;1
DAS;Great Bear Lake;CA;Canada;Kanada;DAS;Great Bear Lake;NULL;NT;Northwest Territories;0;1
DAT;Datong;CN;China -Excl Hong Kong Sar-;Çin;DAT;Datong;NULL;NULL;NULL;0;1
DAU;Daru;PG;Papua New Guinea;Papua Yeni Gine;DAU;Daru;NULL;NULL;NULL;0;1
DAV;Enrique Malek;PA;Panama;Panama;DAV;David;NULL;NULL;NULL;0;1
DAX;Daxian;CN;China -Excl Hong Kong Sar-;Çin;DAX;Daxian;NULL;NULL;NULL;0;1
DAY;James Cox Dayton;US;United States Of America;Amerika;DAY;Dayton;NULL;OH;Ohio;0;1
DAZ;Darwaz;AF;Afghanistan;Afganistan;DAZ;Darwaz;NULL;NULL;NULL;0;1
DBA;Dalbandin;PK;Pakistan;Pakistan;DBA;Dalbandin;NULL;NULL;NULL;0;1
DBB;Al Alamain Intl;EG;Egypt;Mýsýr;DBB;Dabah;NULL;NULL;NULL;0;1
DBD;Dhanbad;IN;India;Hindistan;DBD;Dhanbad;Dhanbad;NULL;NULL;2;1
DBM;Debre Marcos Airport;ET;Ethiopia;Etiyopya;DBM;Debre Marcos;NULL;NULL;NULL;0;1
DBN;Dublin Mnpl;US;United States Of America;Amerika;DBN;Dublin;NULL;GA;Georgia;0;1
DBO;Dubbo;AU;Australia;Avustralya;DBO;Dubbo;NULL;NS;New South Wales;0;1
