AirportCode;AirportName;CountryCode;CountryName;LocalizedCountryName;CityCode;CityName;LocalizedCityName;StateCode;StateName;Rating;IfActive
AAA;Anaa;PF;French Polynesia;Fransýz Polinezyasý;AAA;Anaa;NULL;NULL;NULL;0;1
AAB;Arrabury;AU;Australia;Avustralya;AAB;Arrabury;NULL;QL;Queensland;0;1
AAC;International;EG;Egypt;Mýsýr;AAC;El Arish;NULL;NULL;NULL;0;1
AAD;Ad Dabbah;SD;Sudan;Sudan;AAD;Ad Dabbah;NULL;NULL;NULL;0;1
AAE;Rabah Bitat;DZ;Algeria;Cezayir;AAE;Annaba;NULL;NULL;NULL;0;1
AAF;Apalachicola Mnpl;US;United States Of America;Amerika;AAF;Apalachicola;NULL;FL;Florida;0;1
AAG;Arapoti;BR;Brazil;Brezilya;AAG;Arapoti;NULL;PR;Parana;0;1
AAH;Merzbrueck;DE;Germany;Almanya;AAH;Aachen;NULL;NULL;NULL;0;1
AAI;Arraias;BR;Brazil;Brezilya;AAI;Arraias;NULL;TO;Tocantins;0;1
AAJ;Cayana Airstrip;SR;Suriname;Surinam;AAJ;Awaradam;NULL;NULL;NULL;0;1
AAK;Aranuka;KI;Kiribati;Kiribati;AAK;Aranuka;NULL;NULL;NULL;0;1
AAL;Aalborg;DK;Denmark;Danimarka;AAL;Aalborg;NULL;NULL;NULL;2;1
AAM;Mala Mala;ZA;South Africa;Güney Afrika;AAM;Mala Mala;NULL;NULL;NULL;0;1
AAN;International;AE;United Arab Emirates;Birleþik Arap Emirlikleri;AAN;Al Ain;NULL;NULL;NULL;0;1
AAO;Anaco;VE;Venezuela;Venezuela;AAO;Anaco;NULL;NULL;NULL;0;1
AAP;Andrau Airpark;US;United States Of America;Amerika;HOU;Houston;NULL;TX;Texas;10;1
AAQ;Vityazevo;RU;Russia;Rusya;AAQ;Anapa;NULL;NULL;NULL;1;1
AAR;Airport;DK;Denmark;Danimarka;AAR;Aarhus;NULL;NULL;NULL;3;1
AAS;Apalapsili;ID;Indonesia;Endonezya;AAS;Apalapsili;NULL;NULL;NULL;0;1
AAT;Altay;CN;China -Excl Hong Kong Sar-;Çin;AAT;Altay;NULL;NULL;NULL;0;1
AAU;Asau;WS;Samoa-Independent State Of;Samoa;AAU;Asau;NULL;NULL;NULL;0;1
AAV;Alah;PH;Philippines;Filipinler;AAV;Alah;NULL;NULL;NULL;0;1
AAW;Abbottabad;PK;Pakistan;Pakistan;AAW;Abbottabad;NULL;NULL;NULL;0;1
AAX;Araxa;BR;Brazil;Brezilya;AAX;Araxa;NULL;MG;Minas Gerais;0;1
AAY;Al Ghaydah;YE;Yemen Republic;Yemen ;AAY;Al Ghaydah;NULL;NULL;NULL;0;1
AAZ;Quetzaltenango;GT;Guatemala;Guatemala;AAZ;Quetzaltenango;NULL;NULL;NULL;0;1
ABA;Abakan;RU;Russia;Rusya;ABA;Abakan;NULL;NULL;NULL;0;1
ABB;Raf Station;GB;United Kingdom;Ýngiltere;ABB;Abingdon;NULL;NULL;NULL;0;1
ABC;Airport;ES;Spain;Ýspanya;ABC;Albacete;NULL;NULL;NULL;0;1
ABD;Abadan;IR;Iran;Ýran;ABD;Abadan;NULL;NULL;NULL;2;1
ABE;Allentown Bthlehm;US;United States Of America;Amerika;ABE;Allentown Bthlehm;NULL;PA;Pennsylvania;1;1
ABF;Abaiang;KI;Kiribati;Kiribati;ABF;Abaiang;NULL;NULL;NULL;0;1
ABG;Abingdon;AU;Australia;Avustralya;ABG;Abingdon;NULL;QL;Queensland;0;1
ABH;Alpha;AU;Australia;Avustralya;ABH;Alpha;NULL;QL;Queensland;0;1
ABI;Regional;US;United States Of America;Amerika;ABI;Abilene;NULL;TX;Texas;0;1
ABJ;F Houphouet Boigny;CI;Cote D Ivoire;Fildiþi Sahilleri;ABJ;Abidjan;NULL;NULL;NULL;6;0
ABK;Kabri Dehar;ET;Ethiopia;Etiyopya;ABK;Kabri Dehar;NULL;NULL;NULL;0;1
ABL;Ambler;US;United States Of America;Amerika;ABL;Ambler;NULL;AK;Alaska;0;1
ABM;Bamaga;AU;Australia;Avustralya;ABM;Bamaga;NULL;QL;Queensland;0;1
ABN;Albina;SR;Suriname;Surinam;ABN;Albina;NULL;NULL;NULL;0;1
ABO;Aboisso;CI;Cote D Ivoire;Fildiþi Sahilleri;ABO;Aboisso;NULL;NULL;NULL;0;1
ABP;Atkamba;PG;Papua New Guinea;Papua Yeni Gine;ABP;Atkamba;NULL;NULL;NULL;0;1
ABQ;Albuquerque Intl;US;United States Of America;Amerika;ABQ;Albuquerque;NULL;NM;New Mexico;1;1
ABR;Aberdeen Mnpl;US;United States Of America;Amerika;ABR;Aberdeen;NULL;SD;South Dakota;0;1
ABS;Abu Simbel;EG;Egypt;Mýsýr;ABS;Abu Simbel;NULL;NULL;NULL;3;1
ABT;Al-Aqiq;SA;Saudi Arabia;Suudi Arabistan;ABT;Al Baha;NULL;NULL;NULL;0;1
ABU;Atambua;ID;Indonesia;Endonezya;ABU;Atambua;NULL;NULL;NULL;0;1
ABV;Abuja Intl;NG;Nigeria;Nijerya;ABV;Abuja;NULL;NULL;NULL;16;1
ABW;Abau;PG;Papua New Guinea;Papua Yeni Gine;ABW;Abau;NULL;NULL;NULL;0;1
ABX;Albury;AU;Australia;Avustralya;ABX;Albury;NULL;NS;New South Wales;0;1
ABY;Dougherty County;US;United States Of America;Amerika;ABY;Albany;NULL;GA;Georgia;0;1
ABZ;Dyce;GB;United Kingdom;Ýngiltere;ABZ;Aberdeen;NULL;NULL;NULL;20;1
ACA;Alvarez Intl;MX;Mexico;Meksika;ACA;Acapulco;NULL;NULL;NULL;0;1
ACB;Antrim County;US;United States Of America;Amerika;ACB;Bellaire;NULL;MI;Michigan;0;1
ACC;Kotoka Intl;GH;Ghana;Gana;ACC;Accra;NULL;NULL;NULL;92;1
ACD;Acandi;CO;Colombia;Kolombiya;ACD;Acandi;NULL;NULL;NULL;0;1
ACE;Lanzarote;ES;Spain;Ýspanya;ACE;Lanzarote;NULL;NULL;NULL;0;1
ACH;Saint Gallen-Altenrhein;CH;Switzerland;Ýsviçre;ACH;Altenrhein;NULL;NULL;NULL;0;1
ACI;Alderney;GB;United Kingdom;Ýngiltere;ACI;Alderney;NULL;NULL;NULL;0;1
ACJ;Anuradhapura;LK;Sri Lanka;Sri Lanka;ACJ;Anuradhapura;NULL;NULL;NULL;0;1
ACK;Memorial;US;United States Of America;Amerika;ACK;Nantucket;NULL;MA;Massachusetts;0;1
ACL;Aguaclara;CO;Colombia;Kolombiya;ACL;Aguaclara;NULL;NULL;NULL;0;1
ACM;Arica;CO;Colombia;Kolombiya;ACM;Arica;NULL;NULL;NULL;0;1
ACN;Ciudad Acuna Intl;MX;Mexico;Meksika;ACN;Ciudad Acuna;NULL;NULL;NULL;0;1
ACO;Ascona;CH;Switzerland;Ýsviçre;ACO;Ascona;NULL;NULL;NULL;0;1
ACP;Sahand Airport;IR;Iran;Ýran;ACP;Maragheh;NULL;NULL;NULL;0;1
ACR;Araracuara;CO;Colombia;Kolombiya;ACR;Araracuara;NULL;NULL;NULL;0;1
ACS;Achinsk;RU;Russia;Rusya;ACS;Achinsk;NULL;NULL;NULL;0;1
ACT;Waco Mnpl;US;United States Of America;Amerika;ACT;Waco;NULL;TX;Texas;0;1
ACU;Achutupo;PA;Panama;Panama;ACU;Achutupo;NULL;NULL;NULL;0;1
ACV;Eureka;US;United States Of America;Amerika;ACV;Arcata;NULL;CA;California;0;1
ACX;Xingyi;CN;China -Excl Hong Kong Sar-;Çin;ACX;Xingyi;NULL;NULL;NULL;0;1
ACY;Atlantic City Intl;US;United States Of America;Amerika;AIY;Atlantic City;NULL;NJ;New Jersey;0;1
ACZ;Zabol Airport;IR;Iran;Ýran;ACZ;Zabol;NULL;NULL;NULL;0;1
ADA;Sakirpasa;TR;Turkey;Türkiye;ADA;Adana;Adana;NULL;NULL;53400;1
ADB;Adnan Menderes;TR;Turkey;Türkiye;IZM;Izmir;Ýzmir;NULL;NULL;88420;1
ADD;Bole Intl;ET;Ethiopia;Etiyopya;ADD;Addis Ababa;NULL;NULL;NULL;120;1
ADE;Aden Intl;YE;Yemen Republic;Yemen ;ADE;Aden;NULL;NULL;NULL;1;1
ADF;Adiyaman;TR;Turkey;Türkiye;ADF;Adiyaman;Adýyaman;NULL;NULL;2667;1
ADG;Lenawee County;US;United States Of America;Amerika;ADG;Adrian;NULL;MI;Michigan;0;1
ADH;Aldan;RU;Russia;Rusya;ADH;Aldan;NULL;NULL;NULL;0;1
ADI;Arandis;NA;Namibia;Namibya;ADI;Arandis;NULL;NULL;NULL;0;1
ADJ;Marka Intl;JO;Jordan;Ürdün;AMM;Amman;NULL;NULL;NULL;610;1
ADK;Adak Island;US;United States Of America;Amerika;ADK;Adak Island;NULL;AK;Alaska;0;1
ADL;Adelaide;AU;Australia;Avustralya;ADL;Adelaide;NULL;SA;South Australia;0;1
ADM;Municipal;US;United States Of America;Amerika;ADM;Ardmore;NULL;OK;Oklahoma;0;1
ADN;Andes;CO;Colombia;Kolombiya;ADN;Andes;NULL;NULL;NULL;1;1
ADO;Andamooka;AU;Australia;Avustralya;ADO;Andamooka;NULL;SA;South Australia;1;1
ADP;Ampara;LK;Sri Lanka;Sri Lanka;ADP;Ampara;NULL;NULL;NULL;0;1
ADQ;Kodiak Airport;US;United States Of America;Amerika;ADQ;Kodiak;NULL;AK;Alaska;0;1
ADR;Andrews;US;United States Of America;Amerika;ADR;Andrews;NULL;SC;South Carolina;2;1
ADS;Addison;US;United States Of America;Amerika;DFW;Dallas;NULL;TX;Texas;29;1
ADT;Ada;US;United States Of America;Amerika;ADT;Ada;NULL;OK;Oklahoma;0;1
ADU;Ardabil;IR;Iran;Ýran;ADU;Ardabil;NULL;NULL;NULL;0;1
ADV;Andover;GB;United Kingdom;Ýngiltere;ADV;Andover;NULL;NULL;NULL;1;1
ADW;Andrews Afb;US;United States Of America;Amerika;ADW;Camp Springs;NULL;MD;Maryland;0;1
ADX;Leuchars Raf;GB;United Kingdom;Ýngiltere;ADX;Saint Andrews;NULL;NULL;NULL;0;1
ADY;Alldays;ZA;South Africa;Güney Afrika;ADY;Alldays;NULL;NULL;NULL;0;1
ADZ;San Andres Island;CO;Colombia;Kolombiya;ADZ;San Andres Island;NULL;NULL;NULL;0;1
AEA;Abemama Atoll;KI;Kiribati;Kiribati;AEA;Abemama Atoll;NULL;NULL;NULL;0;1
AEB;Baise;CN;China -Excl Hong Kong Sar-;Çin;AEB;Baise;NULL;NULL;NULL;0;1
AED;Aleneva;US;United States Of America;Amerika;AED;Aleneva;NULL;AK;Alaska;0;1
AEE;Adareil;SD;Sudan;Sudan;AEE;Adareil;NULL;NULL;NULL;0;1
AEG;Aek Godang;ID;Indonesia;Endonezya;AEG;Aek Godang;NULL;NULL;NULL;0;1
AEH;Abeche;TD;Chad;Çad;AEH;Abeche;NULL;NULL;NULL;0;1
AEI;Algeciras;ES;Spain;Ýspanya;AEI;Algeciras;NULL;NULL;NULL;0;1
AEK;Aseki;PG;Papua New Guinea;Papua Yeni Gine;AEK;Aseki;NULL;NULL;NULL;0;1
AEL;Albert Lea;US;United States Of America;Amerika;AEL;Albert Lea;NULL;MN;Minnesota;0;1
AEO;Aioun El Atrouss;MR;Mauritania;Moritanya;AEO;Aioun El Atrouss;NULL;NULL;NULL;1;1
AEP;J. Newbery;AR;Argentina;Arjantin;BUE;Buenos Aires;NULL;BA;Buenos Aires;3;1
AER;Sochi Intl;RU;Russia;Rusya;AER;Sochi;NULL;NULL;NULL;170;1
AES;Vigra;NO;Norway;Norveç;AES;Alesund;NULL;NULL;NULL;0;1
AET;Allakaket;US;United States Of America;Amerika;AET;Allakaket;NULL;AK;Alaska;0;1
AEU;Abu Musa Island;IR;Iran;Ýran;AEU;Abu Musa Island;NULL;NULL;NULL;0;1
AEX;Alexandria Intl;US;United States Of America;Amerika;AEX;Alexandria;NULL;LA;Louisiana;0;1
AEY;Akureyri;IS;Iceland;Ýzlanda;AEY;Akureyri;NULL;NULL;NULL;0;1
AFA;San Rafael;AR;Argentina;Arjantin;AFA;San Rafael;NULL;MD;Mendoza;0;1
AFD;Port Alfred;ZA;South Africa;Güney Afrika;AFD;Port Alfred;NULL;NULL;NULL;0;1
AFF;Usaf Ac;US;United States Of America;Amerika;COS;Colorado Springs;NULL;CO;Colorado;0;1
AFI;Amalfi;CO;Colombia;Kolombiya;AFI;Amalfi;NULL;NULL;NULL;0;1
AFK;Kondavattavan Tank;LK;Sri Lanka;Sri Lanka;ADP;Ampara;NULL;NULL;NULL;0;1
AFL;Alta Floresta;BR;Brazil;Brezilya;AFL;Alta Floresta;NULL;MT;Mato Grosso;0;1
AFN;Jaffrey Mnpl;US;United States Of America;Amerika;AFN;Jaffrey;NULL;NH;New Hampshire;0;1
AFO;Afton Mnpl;US;United States Of America;Amerika;AFO;Afton;NULL;WY;Wyoming;0;1
AFR;Afore;PG;Papua New Guinea;Papua Yeni Gine;AFR;Afore;NULL;NULL;NULL;0;1
AFS;Zarafshan;UZ;Uzbekistan;Özbekistan;AFS;Zarafshan;NULL;NULL;NULL;0;1
AFT;Afutara Aerodrome;SB;Solomon Islands;Solomon Adalarý;AFT;Afutara;NULL;NULL;NULL;0;1
AFW;Fort Worth Alliance;US;United States Of America;Amerika;DFW;Dallas;NULL;TX;Texas;29;1
AFZ;Sabzevar;IR;Iran;Ýran;AFZ;Sabzevar;NULL;NULL;NULL;0;1
AGA;Al Massira;MA;Morocco;Fas;AGA;Agadir;NULL;NULL;NULL;8;1
AGB;Augsburg;DE;Germany;Almanya;MUC;Munich;Münih;NULL;NULL;2563;1
AGC;Allegheny Cou;US;United States Of America;Amerika;PIT;Pittsburgh;NULL;PA;Pennsylvania;10;1
AGD;Anggi;ID;Indonesia;Endonezya;AGD;Anggi;NULL;NULL;NULL;0;1
AGE;Wangerooge;DE;Germany;Almanya;AGE;Wangerooge;NULL;NULL;NULL;0;1
AGF;La Garenne;FR;France;Fransa;AGF;Agen;NULL;NULL;NULL;0;1
AGG;Angoram;PG;Papua New Guinea;Papua Yeni Gine;AGG;Angoram;NULL;NULL;NULL;0;1
AGH;Angelholm Airport;SE;Sweden;Ýsveç;AGH;Angelholm Helsingborg;NULL;NULL;NULL;0;1
AGI;Wageningen;SR;Suriname;Surinam;AGI;Wageningen;NULL;NULL;NULL;0;1
AGJ;Aguni;JP;Japan;Japonya;AGJ;Aguni;NULL;NULL;NULL;0;1
AGK;Kagua;PG;Papua New Guinea;Papua Yeni Gine;AGK;Kagua;NULL;NULL;NULL;0;1
AGL;Wanigela;PG;Papua New Guinea;Papua Yeni Gine;AGL;Wanigela;NULL;NULL;NULL;0;1
AGM;Tasiilaq;GL;Greenland;Grönland;AGM;Tasiilaq;NULL;NULL;NULL;0;1
AGN;Angoon;US;United States Of America;Amerika;AGN;Angoon;NULL;AK;Alaska;0;1
AGO;Magnolia Mnpl;US;United States Of America;Amerika;AGO;Magnolia;NULL;AR;Arkansas;0;1
AGP;Malaga;ES;Spain;Ýspanya;AGP;Malaga;NULL;NULL;NULL;87;1
AGQ;G.Karaiskakis;GR;Greece;Yunanistan;AGQ;Agrinion;NULL;NULL;NULL;0;1
AGR;Kheria;IN;India;Hindistan;AGR;Agra;Agra;NULL;NULL;0;1
AGS;Bush Field;US;United States Of America;Amerika;AGS;Augusta;NULL;GA;Georgia;1;1
AGT;Alejo Garci;PY;Paraguay;Paraguay;AGT;Ciudad Del Este;NULL;NULL;NULL;1;1
AGU;Aguascalientes;MX;Mexico;Meksika;AGU;Aguascalientes;NULL;NULL;NULL;0;1
AGV;Acarigua;VE;Venezuela;Venezuela;AGV;Acarigua;NULL;NULL;NULL;0;1
AGW;Agnew;AU;Australia;Avustralya;AGW;Agnew;NULL;QL;Queensland;0;1
AGX;Agatti Island;IN;India;Hindistan;AGX;Agatti Island;Agatti Island;NULL;NULL;0;1
AGY;Argyle Downs;AU;Australia;Avustralya;AGY;Argyle Downs;NULL;WA;Western Australia;0;1
AGZ;Aggeneys;ZA;South Africa;Güney Afrika;AGZ;Aggeneys;NULL;NULL;NULL;0;1
AHA;Naha Afb;JP;Japan;Japonya;OKA;Okinawa;NULL;NULL;NULL;1;1
AHB;Abha;SA;Saudi Arabia;Suudi Arabistan;AHB;Abha;NULL;NULL;NULL;3;1
AHC;Amedee Aaf;US;United States Of America;Amerika;AHC;Herlong;NULL;CA;California;0;1
AHD;Downtown;US;United States Of America;Amerika;ADM;Ardmore;NULL;OK;Oklahoma;0;1
AHE;Ahe;PF;French Polynesia;Fransýz Polinezyasý;AHE;Ahe;NULL;NULL;NULL;0;1
AHF;Arapahoe Mnpl;US;United States Of America;Amerika;AHF;Arapahoe;NULL;NE;Nebraska;0;1
AHH;Amery Mnpl;US;United States Of America;Amerika;AHH;Amery;NULL;WI;Wisconsin;0;1
AHI;Amahai;ID;Indonesia;Endonezya;AHI;Amahai;NULL;NULL;NULL;0;1
AHL;Aishalton;GY;Guyana;Guyana;AHL;Aishalton;NULL;NULL;NULL;0;1
AHM;Sumner Parker Field;US;United States Of America;Amerika;AHM;Ashland;NULL;OR;Oregon;0;1
AHN;Athens;US;United States Of America;Amerika;AHN;Athens;NULL;GA;Georgia;0;1
AHO;Fertilia;IT;Italy;italya;AHO;Alghero;NULL;NULL;NULL;10;1
AHS;Ahuas;HN;Honduras;Honduras;AHS;Ahuas;NULL;NULL;NULL;0;1
AHT;Amchitka;US;United States Of America;Amerika;AHT;Amchitka;NULL;AK;Alaska;0;1
AHU;Cherif Al Idriss;MA;Morocco;Fas;AHU;Al Hoceima;NULL;NULL;NULL;1;1
AHW;Saih Rawl;OM;Oman;Umman;AHW;Saih Rawl;NULL;NULL;NULL;0;1
AHY;Ambatolahy;MG;Madagascar Island;Madagaskar Adasý;AHY;Ambatolahy;NULL;NULL;NULL;0;1
AHZ;L'alpe D'huez;FR;France;Fransa;AHZ;L'alpe D'huez;NULL;NULL;NULL;0;1
AIA;Alliance;US;United States Of America;Amerika;AIA;Alliance;NULL;NE;Nebraska;0;1
AIB;Anita Bay;US;United States Of America;Amerika;AIB;Anita Bay;NULL;AK;Alaska;0;1
AIC;Airok;MH;Marshall Islands;Marshall Adalarý;AIC;Airok;NULL;NULL;NULL;0;1
AID;Anderson Mnpl;US;United States Of America;Amerika;AID;Anderson;NULL;IN;Indiana;0;1
AIE;Aiome;PG;Papua New Guinea;Papua Yeni Gine;AIE;Aiome;NULL;NULL;NULL;0;1
AIF;Assis;BR;Brazil;Brezilya;AIF;Assis;NULL;SP;Sao Paulo;0;1
AIG;Yalinga;CF;Central African Republic;Orta Afrika Cumhuriyeti;AIG;Yalinga;NULL;NULL;NULL;0;1
AII;Ali Sabieh;DJ;Djibouti;Cibuti;AII;Ali Sabieh;NULL;NULL;NULL;0;1
AIK;Aiken Mnpl;US;United States Of America;Amerika;AIK;Aiken;NULL;SC;South Carolina;0;1
AIL;Ailigandi;PA;Panama;Panama;AIL;Ailigandi;NULL;NULL;NULL;0;1
AIM;Ailuk Island;MH;Marshall Islands;Marshall Adalarý;AIM;Ailuk Island;NULL;NULL;NULL;0;1
AIN;Wainwright;US;United States Of America;Amerika;AIN;Wainwright;NULL;AK;Alaska;0;1
AIO;Atlantic Mnpl;US;United States Of America;Amerika;AIO;Atlantic;NULL;IA;Iowa;0;1
AIP;Ailinglapalap Isl;MH;Marshall Islands;Marshall Adalarý;AIP;Ailinglapalap Isl;NULL;NULL;NULL;0;1
AIR;Aripuana;BR;Brazil;Brezilya;AIR;Aripuana;NULL;MT;Mato Grosso;0;1
AIS;Arorae Island;KI;Kiribati;Kiribati;AIS;Arorae Island;NULL;NULL;NULL;0;1
AIT;Aitutaki;CK;Cook Islands;Cook Adalarý;AIT;Aitutaki;NULL;NULL;NULL;0;1
AIU;Atiu Island;CK;Cook Islands;Cook Adalarý;AIU;Atiu Island;NULL;NULL;NULL;0;1
AIV;George Downer;US;United States Of America;Amerika;AIV;Aliceville;NULL;AL;Alabama;0;1
AIW;Ai Ais;NA;Namibia;Namibya;AIW;Ai Ais;NULL;NULL;NULL;0;1
AIY;Bader Fiel;US;United States Of America;Amerika;AIY;Atlantic City;NULL;NJ;New Jersey;0;1
AIZ;Lee C Fine Memorial;US;United States Of America;Amerika;AIZ;Kaiser Lake Ozark;NULL;MO;Missouri;0;1
AJA;Campo Dell Oro;FR;France;Fransa;AJA;Ajaccio;NULL;NULL;NULL;0;1
AJF;Jouf;SA;Saudi Arabia;Suudi Arabistan;AJF;Jouf;NULL;NULL;NULL;0;1
AJI;Agri;TR;Turkey;Türkiye;AJI;Agri;Aðrý;NULL;NULL;9655;1
AJJ;Akjoujt;MR;Mauritania;Moritanya;AJJ;Akjoujt;NULL;NULL;NULL;0;1
AJK;Araak;IR;Iran;Ýran;AJK;Araak;NULL;NULL;NULL;0;1
AJL;Aizawl;IN;India;Hindistan;AJL;Aizawl;Aizawl;NULL;NULL;0;1
AJN;Ouani;KM;Comoros;Komorlar;AJN;Anjouan;NULL;NULL;NULL;0;1
AJO;Aljouf;YE;Yemen Republic;Yemen ;AJO;Aljouf;NULL;NULL;NULL;0;1
AJR;Arvidsjaur;SE;Sweden;Ýsveç;AJR;Arvidsjaur;NULL;NULL;NULL;0;1
AJS;Abreojos;MX;Mexico;Meksika;AJS;Abreojos;NULL;NULL;NULL;0;1
AJU;Aracaju;BR;Brazil;Brezilya;AJU;Aracaju;NULL;SE;Sergipe;0;1
AJY;Agades;NE;Niger;Nijer;AJY;Agades;NULL;NULL;NULL;0;1
AKA;Ankang;CN;China -Excl Hong Kong Sar-;Çin;AKA;Ankang;NULL;NULL;NULL;0;1
AKB;Atka;US;United States Of America;Amerika;AKB;Atka;NULL;AK;Alaska;0;1
AKC;Akron Fulton;US;United States Of America;Amerika;CAK;Canton Akron;NULL;OH;Ohio;0;1
AKD;Akola;IN;India;Hindistan;AKD;Akola;Akola;NULL;NULL;0;1
AKE;Akieni;GA;Gabon;Gabon;AKE;Akieni;NULL;NULL;NULL;0;1
AKF;Kufra;LY;Libyan Arab Jamahiriya;Libya;AKF;Kufra;NULL;NULL;NULL;0;1
AKG;Anguganak;PG;Papua New Guinea;Papua Yeni Gine;AKG;Anguganak;NULL;NULL;NULL;0;1
AKH;Prince Sultan Air Base;SA;Saudi Arabia;Suudi Arabistan;AKH;Al Kharj;NULL;NULL;NULL;0;1
AKI;Akiak;US;United States Of America;Amerika;AKI;Akiak;NULL;AK;Alaska;0;1
AKJ;Asahikawa;JP;Japan;Japonya;AKJ;Asahikawa;NULL;NULL;NULL;0;1
AKK;Akhiok Spb;US;United States Of America;Amerika;AKK;Akhiok;NULL;AK;Alaska;0;1
AKL;Auckland;NZ;New Zealand;Yeni Zelanda;AKL;Auckland;NULL;NULL;NULL;2;1
AKM;Zakouma;TD;Chad;Çad;AKM;Zakouma;NULL;NULL;NULL;0;1
AKN;King Salmon;US;United States Of America;Amerika;AKN;King Salmon;NULL;AK;Alaska;0;1
AKO;Washington Co;US;United States Of America;Amerika;AKO;Akron;NULL;CO;Colorado;0;1
AKP;Anaktuvuk;US;United States Of America;Amerika;AKP;Anaktuvuk;NULL;AK;Alaska;0;1
AKQ;Gunung Batin;ID;Indonesia;Endonezya;AKQ;Astraksetra;NULL;NULL;NULL;0;1
AKR;Akure;NG;Nigeria;Nijerya;AKR;Akure;NULL;NULL;NULL;0;1
AKS;Gwaunaru'u;SB;Solomon Islands;Solomon Adalarý;AKS;Auki;NULL;NULL;NULL;0;1
AKT;Raf Station;CY;Cyprus;Kýbrýs Rum Kesimi;AKT;Akrotiri;NULL;NULL;NULL;0;1
AKU;Aksu;CN;China -Excl Hong Kong Sar-;Çin;AKU;Aksu;NULL;NULL;NULL;0;1
AKV;Akulivik;CA;Canada;Kanada;AKV;Akulivik;NULL;QC;Quebec;0;1
AKW;Aghajari;IR;Iran;Ýran;AKW;Aghajari;NULL;NULL;NULL;0;1
AKX;Aktyubinsk;KZ;Kazakhstan;Kazakistan;AKX;Aktyubinsk;NULL;NULL;NULL;0;1
AKY;Civil;MM;Myanmar;Myanmar;AKY;Sittwe;NULL;NULL;NULL;0;1
ALA;Almaty;KZ;Kazakhstan;Kazakistan;ALA;Almaty;Almaata;NULL;NULL;699;1
ALB;Albany Intl Apt;US;United States Of America;Amerika;ALB;Albany;NULL;NY;New York;0;1
ALC;Alicante;ES;Spain;Ýspanya;ALC;Alicante;NULL;NULL;NULL;5;1
ALD;Alerta;PE;Peru;Peru;ALD;Alerta;NULL;NULL;NULL;0;1
ALE;Alpine;US;United States Of America;Amerika;ALE;Alpine;NULL;TX;Texas;0;1
ALF;Alta;NO;Norway;Norveç;ALF;Alta;NULL;NULL;NULL;1;1
ALG;Houari Boumediene;DZ;Algeria;Cezayir;ALG;Algiers;NULL;NULL;NULL;221;1
ALH;Albany;AU;Australia;Avustralya;ALH;Albany;NULL;WA;Western Australia;0;1
ALI;Alice Intl;US;United States Of America;Amerika;ALI;Alice;NULL;TX;Texas;0;1
ALJ;Kortdoorn;ZA;South Africa;Güney Afrika;ALJ;Alexander Bay;NULL;NULL;NULL;0;1
ALK;Asela;ET;Ethiopia;Etiyopya;ALK;Asela;NULL;NULL;NULL;0;1
ALL;Albenga;IT;Italy;italya;ALL;Albenga;NULL;NULL;NULL;0;1
ALM;Alamogordo Mnpl;US;United States Of America;Amerika;ALM;Alamogordo;NULL;NM;New Mexico;0;1
ALN;Alton;US;United States Of America;Amerika;ALN;Alton;NULL;IL;Illinois;0;1
ALO;Waterloo;US;United States Of America;Amerika;ALO;Waterloo;NULL;IA;Iowa;0;1
ALP;International;SY;Syrian Arab Republic;Suriye;ALP;Aleppo;NULL;NULL;NULL;132;1
ALQ;Federal;BR;Brazil;Brezilya;ALQ;Alegrete;NULL;RS;Rio Grande Do Sul;0;1
ALR;Alexandra;NZ;New Zealand;Yeni Zelanda;ALR;Alexandra;NULL;NULL;NULL;0;1
ALS;Alamosa Mnpl;US;United States Of America;Amerika;ALS;Alamosa;NULL;CO;Colorado;0;1
ALT;Alenquer;BR;Brazil;Brezilya;ALT;Alenquer;NULL;PA;Para;0;1
ALU;Alula;SO;Somalia;Somali;ALU;Alula;NULL;NULL;NULL;0;1
ALW;Walla Walla;US;United States Of America;Amerika;ALW;Walla Walla;NULL;WA;Washington;0;1
ALX;Tc Russel;US;United States Of America;Amerika;ALX;Alexander City;NULL;AL;Alabama;0;1
ALY;El Nouzha;EG;Egypt;Mýsýr;ALY;Alexandria;NULL;NULL;NULL;7;1
ALZ;Alitak Spb;US;United States Of America;Amerika;ALZ;Alitak;NULL;AK;Alaska;0;1
AMA;Amarillo Intl;US;United States Of America;Amerika;AMA;Amarillo;NULL;TX;Texas;0;1
AMB;Ambilobe;MG;Madagascar Island;Madagaskar Adasý;AMB;Ambilobe;NULL;NULL;NULL;0;1
AMC;Am Timan;TD;Chad;Çad;AMC;Am Timan;NULL;NULL;NULL;0;1
AMD;Ahmedabad;IN;India;Hindistan;AMD;Ahmedabad;Ahmedabad;NULL;NULL;0;1
AME;Alto Molocue;MZ;Mozambique;Mozambik;AME;Alto Molocue;NULL;NULL;NULL;0;1
AMF;Ama;PG;Papua New Guinea;Papua Yeni Gine;AMF;Ama;NULL;NULL;NULL;0;1
AMG;Amboin;PG;Papua New Guinea;Papua Yeni Gine;AMG;Amboin;NULL;NULL;NULL;0;1
AMH;Arba Minch;ET;Ethiopia;Etiyopya;AMH;Arba Minch;NULL;NULL;NULL;0;1
AMI;Selaparang;ID;Indonesia;Endonezya;AMI;Mataram;NULL;NULL;NULL;0;1
AMJ;Almenara;BR;Brazil;Brezilya;AMJ;Almenara;NULL;MG;Minas Gerais;0;1
